part_number,name_he,name_en,description,manufacturer,category,barcode,price,cost,currency,vat_included,stock_qty,min_stock,location,weight_kg,dimensions,warranty_months,side,part_type,image_url,notes,is_active,cross_refs,fitments
6283,מצת COROLLA / YARIS / CX-3 / MAZDA 2,,,NGK,הצתה,,29.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026; מאזדה:MX-5:2015:2026
7100010,מצת COROLLA / YARIS / RAV4,,,KAMOKA,הצתה,,13.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
8EH 188 706-161,מצת COROLLA / YARIS / RAV4,,,HELLA,הצתה,,10.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
062611000067,מצת COROLLA / YARIS / RAV4,,,MAGNETI MARELLI,הצתה,,11.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
Z538,מצת COROLLA / YARIS / RAV4,,,BERU,הצתה,,13.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
062711000055,מצת COROLLA / YARIS,,,MAGNETI MARELLI,הצתה,,8.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
GCF860172,מצת COROLLA / C-HR / MAZDA 3 / RAV4,,,goCORE,הצתה,,16.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:C-HR:2016:2026; מאזדה:MAZDA 3:2019:2026; טויוטה:RAV4:2013:2018; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026
Z536,מצת COROLLA / YARIS,,,BERU,הצתה,,10.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
82B0735P,דיסק בלם קדמי COROLLA,,,RIDEX PLUS,בלמים,,32.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
DDF2653C,דיסק בלם קדמי COROLLA,,,FERODO,בלמים,,37.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
0 986 479 A62,דיסק בלם קדמי COROLLA,,,BOSCH,בלמים,,34.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
09.C648.11,דיסק בלם קדמי COROLLA,,,BREMBO,בלמים,,50.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
108406,דיסק בלם קדמי COROLLA,,,FEBI BILSTEIN,בלמים,,38.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
BG4711C,דיסק בלם קדמי COROLLA,,,DELPHI,בלמים,,37.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
P 83 085,רפידות בלם קדמיות YARIS,,,BREMBO,בלמים,,36.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
572576J,רפידות בלם קדמיות YARIS,,,JURID,בלמים,,25.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
301076,רפידות בלם קדמיות YARIS,,,VALEO,בלמים,,17.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
8EH 188 704-221,מצת YARIS,,,HELLA,הצתה,,4.29,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
1708,מצת YARIS,,,BRISK,הצתה,,17.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
402B0685,רפידות בלם קדמיות COROLLA,,,RIDEX,בלמים,,16.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
402B0861,רפידות בלם קדמיות COROLLA,,,RIDEX,בלמים,,20.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
0 986 494 676,רפידות בלם קדמיות COROLLA,,,BOSCH,בלמים,,32.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
P 83 150,רפידות בלם קדמיות COROLLA,,,BREMBO,בלמים,,38.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
P 83 082,רפידות בלם קדמיות COROLLA,,,BREMBO,בלמים,,30.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:COROLLA:2013:2019:2ZR-FAE
184051,מסנן אוויר MAZDA 3 / MAZDA 2,,,FEBI BILSTEIN,מסננים,,6.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:MAZDA 2:2014:2026
06098,מסנן אוויר MAZDA 3 / CX-30 / SORENTO / CAMRY,,,PILOT,מסננים,,7.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026; קיה:SORENTO:2015:2020; טויוטה:CAMRY:2018:2026
424I0606P,מסנן מזגן MAZDA 3 / CX-5 / MAZDA 6,,,RIDEX PLUS,מסננים,,15.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
ADM52531,מסנן מזגן MAZDA 3 / CX-5 / MAZDA 6,,,BLUE PRINT,מסננים,,9.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
ADBP250067,מסנן מזגן MAZDA 3,,,BLUE PRINT,מסננים,,9.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
8ZC 366 121-111,מסנן מזגן MAZDA 3,,,HELLA,מסננים,,13.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
424I0606,מסנן מזגן MAZDA 3,,,RIDEX,מסננים,,10.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
0543-002,מסנן מזגן MAZDA 3,,,FEBEST,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
SKIF-0170605,מסנן מזגן MAZDA 3,,,STARK,מסננים,,11.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
424I0385,מסנן מזגן CX-5 / MAZDA 6,,,RIDEX,מסננים,,8.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
424I0139,מסנן מזגן CX-5 / MAZDA 6,,,RIDEX,מסננים,,7.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
424I0385P,מסנן מזגן CX-5 / MAZDA 6,,,RIDEX PLUS,מסננים,,10.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
424I0139P,מסנן מזגן CX-5,,,RIDEX PLUS,מסננים,,12.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
DVF5070,מסנן מזגן CX-5,,,K&N Filters,מסננים,,22.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
7O0026,מסנן שמן MAZDA 3 / CX-5 / RIO / CX-30,,,RIDEX,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-5:2017:2026; קיה:RIO:2017:2026; מאזדה:CX-30:2019:2026; קיה:CEED:2018:2026; מאזדה:MAZDA 3:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026; קיה:STONIC:2017:2026; מאזדה:MX-5:2015:2026
7O0026P,מסנן שמן MAZDA 3 / CX-5 / RIO / CX-30,,,RIDEX PLUS,מסננים,,5.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-5:2017:2026; קיה:RIO:2017:2026; מאזדה:CX-30:2019:2026; קיה:CEED:2018:2026; מאזדה:MAZDA 3:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026; קיה:STONIC:2017:2026; מאזדה:MX-5:2015:2026
F 026 407 160,מסנן שמן MAZDA 3 / MAZDA 6,,,BOSCH,מסננים,,11.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:MAZDA 6:2012:2026
193872,מסנן שמן MAZDA 3 / CX-5 / CX-30 / MAZDA 6,,,FEBI BILSTEIN,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-5:2017:2026; מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026
ADM52106,מסנן שמן MAZDA 3 / CX-5 / CX-30 / MAZDA 6,,,BLUE PRINT,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-5:2017:2026; מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026; מאזדה:MX-5:2015:2026
8ZO 366 100-761,מסנן שמן MAZDA 3 / CX-30,,,HELLA,מסננים,,5.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
SKOF-0860025,מסנן שמן MAZDA 3 / CX-30,,,STARK,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
LX 4143,מסנן אוויר CX-5 / MAZDA 6,,,MAHLE,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
CAF101239P,מסנן אוויר CX-5,,,CHAMPION,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
184128,מסנן אוויר CX-5 / MAZDA 6,,,FEBI BILSTEIN,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
ADM52264,מסנן אוויר CX-5 / MAZDA 6,,,BLUE PRINT,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
E1117L,מסנן אוויר CX-5 / MAZDA 6,,,HENGST FILTER,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
AP 113/6,מסנן אוויר CX-5,,,FILTRON,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
30.779.00,מסנן אוויר CX-5 / MAZDA 6,,,UFI,מסננים,,11.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
A1564,מסנן אוויר CX-5 / MAZDA 6,,,PURFLUX,מסננים,,16.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
QFA0979,מסנן אוויר CX-5,,,QUINTON HAZELL,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
GCH0340,מסנן אוויר CX-5 / MAZDA 6,,,goCORE,מסננים,,19.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
DFA2200,מסנן אוויר CX-5,,,DACO Germany,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
FA1199,מסנן אוויר CX-5,,,BREMSI,מסננים,,11.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
W 6018,מסנן שמן CX-5 / CX-30 / MAZDA 2,,,MANN-FILTER,מסננים,,11.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-30:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026
COF100129S,מסנן שמן CX-5 / CX-3 / MAZDA 2,,,CHAMPION,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026
LS892,מסנן שמן CX-5 / CX-3 / MAZDA 6 / MAZDA 2,,,PURFLUX,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026; מאזדה:MX-5:2015:2026
FO-120S,מסנן שמן CX-5 / RIO / CX-3 / MAZDA 2,,,JAPANPARTS,מסננים,,7.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; קיה:RIO:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026; קיה:STONIC:2017:2026; מאזדה:MX-5:2015:2026
H328W,מסנן שמן CX-5 / CX-3 / MAZDA 6 / MAZDA 2,,,HENGST FILTER,מסננים,,10.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026; מאזדה:MX-5:2015:2026
586172,מסנן שמן CX-5 / CX-3 / MAZDA 6 / MAZDA 2,,,VALEO,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026
OP 595/1,מסנן שמן CX-5 / CX-3 / MAZDA 2 / MX-5,,,FILTRON,מסננים,,7.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026; מאזדה:MX-5:2015:2026
J1311018,מסנן שמן CX-5 / RIO / PICANTO / CX-30,,,HERTH+BUSS JAKOPARTS,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; מאזדה:CX-30:2019:2026; קיה:CEED:2018:2026; מאזדה:MAZDA 3:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026; קיה:STONIC:2017:2026; מאזדה:MX-5:2015:2026
10-01-120,מסנן שמן CX-5 / RIO / CX-3 / MAZDA 2,,,ASHIKA,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; קיה:RIO:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026; קיה:STONIC:2017:2026; מאזדה:MX-5:2015:2026
FT38092,מסנן שמן CX-5 / MAZDA 6,,,FAST,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MAZDA 6:2012:2026
QFL0385,מסנן שמן CX-5 / CX-30 / MAZDA 6 / MAZDA 2,,,QUINTON HAZELL,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-30:2019:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026
GCG0024,מסנן שמן CX-5 / CX-30 / CEED / MAZDA 3,,,goCORE,מסננים,,8.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:CX-30:2019:2026; קיה:CEED:2018:2026; מאזדה:MAZDA 3:2019:2026; מאזדה:MAZDA 6:2012:2026
35-14 322 0007,מסנן שמן CX-5 / MX-5,,,MEYLE,מסננים,,11.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MX-5:2015:2026
FT5406,מסנן שמן CX-5 / MX-5,,,COOPERSFIAAM FILTERS,מסננים,,11.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026; מאזדה:MX-5:2015:2026
7O0025,מסנן שמן SPORTAGE / NIRO / SOUL,,,RIDEX,מסננים,,3.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022; קיה:NIRO:2016:2022; קיה:SOUL:2019:2026
7O0228,מסנן שמן SPORTAGE,,,RIDEX,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
7O0228P,מסנן שמן SPORTAGE,,,RIDEX PLUS,מסננים,,7.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
SKOF-0860024,מסנן שמן SPORTAGE / NIRO / SOUL,,,STARK,מסננים,,3.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022; קיה:NIRO:2016:2022; קיה:SOUL:2019:2026
W 8017,מסנן שמן SPORTAGE,,,MANN-FILTER,מסננים,,7.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
H13W01,מסנן שמן SPORTAGE / NIRO / SOUL / SELTOS,,,HENGST FILTER,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022; קיה:NIRO:2016:2022; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
184130,מסנן שמן SPORTAGE,,,FEBI BILSTEIN,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
ADG02144,מסנן שמן SPORTAGE,,,BLUE PRINT,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
